"Region","Country","Target","Indicator Number","Indicator Name","Year","Value","Metadata"
"SDG: Eastern and South-Eastern Asia","Japan","4.5","4.5.3","Existence of funding mechanisms to reallocate education resources to disadvantaged populations","2020","0.00","SOURCE: Total Score : Not-Equity-oriented; 1. Overall education financing mechanisms - Existence: Yes; Volume: Low; Coverage: Medium; 2. Resources to schools - Existence: Yes; Volume: Medium; Coverage: Medium; 3. Education resources to students - Existence: Yes; Volume: Low; Coverage: Medium; 4. Social resources to students - Existence: Yes; Volume: Low; Coverage: Low"
"SDG: Eastern Asia","Japan","4.5","4.5.3","Existence of funding mechanisms to reallocate education resources to disadvantaged populations","2020","0.00","SOURCE: Total Score : Not-Equity-oriented; 1. Overall education financing mechanisms - Existence: Yes; Volume: Low; Coverage: Medium; 2. Resources to schools - Existence: Yes; Volume: Medium; Coverage: Medium; 3. Education resources to students - Existence: Yes; Volume: Low; Coverage: Medium; 4. Social resources to students - Existence: Yes; Volume: Low; Coverage: Low"
"SDG: Central and Southern Asia","Kazakhstan","4.5","4.5.3","Existence of funding mechanisms to reallocate education resources to disadvantaged populations","2020","0.00","SOURCE: Total Score : Not-Equity-oriented; 1. Overall education financing mechanisms - Existence: No; Volume: ; Coverage: ; 2. Resources to schools - Existence: Yes; Volume: Low; Coverage: Low; 3. Education resources to students - Existence: Yes; Volume: Low; Coverage: Low; 4. Social resources to students - Existence: No; Volume: ; Coverage:"
"SDG: Central Asia","Kazakhstan","4.5","4.5.3","Existence of funding mechanisms to reallocate education resources to disadvantaged populations","2020","0.00","SOURCE: Total Score : Not-Equity-oriented; 1. Overall education financing mechanisms - Existence: No; Volume: ; Coverage: ; 2. Resources to schools - Existence: Yes; Volume: Low; Coverage: Low; 3. Education resources to students - Existence: Yes; Volume: Low; Coverage: Low; 4. Social resources to students - Existence: No; Volume: ; Coverage:"
"SDG: Landlocked Developing Countries","Kazakhstan","4.5","4.5.3","Existence of funding mechanisms to reallocate education resources to disadvantaged populations","2020","0.00","SOURCE: Total Score : Not-Equity-oriented; 1. Overall education financing mechanisms - Existence: No; Volume: ; Coverage: ; 2. Resources to schools - Existence: Yes; Volume: Low; Coverage: Low; 3. Education resources to students - Existence: Yes; Volume: Low; Coverage: Low; 4. Social resources to students - Existence: No; Volume: ; Coverage:"
"SDG: Sub-Saharan Africa","Kenya","4.5","4.5.3","Existence of funding mechanisms to reallocate education resources to disadvantaged populations","2020","0.00","SOURCE: Total Score : Not-Equity-oriented; 1. Overall education financing mechanisms - Existence: Yes; Volume: Low; Coverage: Low; 2. Resources to schools - Existence: Yes; Volume: Low; Coverage: Medium; 3. Education resources to students - Existence: Yes; Volume: Low; Coverage: Low; 4. Social resources to students - Existence: Yes; Volume: Low; Coverage: High"
"SDG: Central and Southern Asia","Kyrgyzstan","4.5","4.5.3","Existence of funding mechanisms to reallocate education resources to disadvantaged populations","2020","0.00","SOURCE: Total Score : Not-Equity-oriented; 1. Overall education financing mechanisms - Existence: No; Volume: ; Coverage: ; 2. Resources to schools - Existence: Yes; Volume: Low; Coverage: Low; 3. Education resources to students - Existence: Yes; Volume: Low; Coverage: Low; 4. Social resources to students - Existence: Yes; Volume: High; Coverage: Medium"
"SDG: Central Asia","Kyrgyzstan","4.5","4.5.3","Existence of funding mechanisms to reallocate education resources to disadvantaged populations","2020","0.00","SOURCE: Total Score : Not-Equity-oriented; 1. Overall education financing mechanisms - Existence: No; Volume: ; Coverage: ; 2. Resources to schools - Existence: Yes; Volume: Low; Coverage: Low; 3. Education resources to students - Existence: Yes; Volume: Low; Coverage: Low; 4. Social resources to students - Existence: Yes; Volume: High; Coverage: Medium"
"SDG: Landlocked Developing Countries","Kyrgyzstan","4.5","4.5.3","Existence of funding mechanisms to reallocate education resources to disadvantaged populations","2020","0.00","SOURCE: Total Score : Not-Equity-oriented; 1. Overall education financing mechanisms - Existence: No; Volume: ; Coverage: ; 2. Resources to schools - Existence: Yes; Volume: Low; Coverage: Low; 3. Education resources to students - Existence: Yes; Volume: Low; Coverage: Low; 4. Social resources to students - Existence: Yes; Volume: High; Coverage: Medium"
"SDG: Eastern and South-Eastern Asia","Cambodia","4.5","4.5.3","Existence of funding mechanisms to reallocate education resources to disadvantaged populations","2020","0.00","SOURCE: Total Score : Not-Equity-oriented; 1. Overall education financing mechanisms - Existence: No; Volume: ; Coverage: ; 2. Resources to schools - Existence: Yes; Volume: Medium; Coverage: Medium; 3. Education resources to students - Existence: Yes; Volume: High; Coverage: Medium; 4. Social resources to students - Existence: No; Volume: ; Coverage:"
"SDG: Least Developed Countries","Cambodia","4.5","4.5.3","Existence of funding mechanisms to reallocate education resources to disadvantaged populations","2020","0.00","SOURCE: Total Score : Not-Equity-oriented; 1. Overall education financing mechanisms - Existence: No; Volume: ; Coverage: ; 2. Resources to schools - Existence: Yes; Volume: Medium; Coverage: Medium; 3. Education resources to students - Existence: Yes; Volume: High; Coverage: Medium; 4. Social resources to students - Existence: No; Volume: ; Coverage:"
"SDG: South-Eastern Asia","Cambodia","4.5","4.5.3","Existence of funding mechanisms to reallocate education resources to disadvantaged populations","2020","0.00","SOURCE: Total Score : Not-Equity-oriented; 1. Overall education financing mechanisms - Existence: No; Volume: ; Coverage: ; 2. Resources to schools - Existence: Yes; Volume: Medium; Coverage: Medium; 3. Education resources to students - Existence: Yes; Volume: High; Coverage: Medium; 4. Social resources to students - Existence: No; Volume: ; Coverage:"
"SDG: Central and Southern Asia","Sri Lanka","4.5","4.5.3","Existence of funding mechanisms to reallocate education resources to disadvantaged populations","2020","0.00","SOURCE: Total Score : Not-Equity-oriented; 1. Overall education financing mechanisms - Existence: Yes; Volume: Low; Coverage: Low; 2. Resources to schools - Existence: Yes; Volume: Low; Coverage: Low; 3. Education resources to students - Existence: Yes; Volume: Low; Coverage: Low; 4. Social resources to students - Existence: Yes; Volume: Medium; Coverage: High"
"SDG: Southern Asia","Sri Lanka","4.5","4.5.3","Existence of funding mechanisms to reallocate education resources to disadvantaged populations","2020","0.00","SOURCE: Total Score : Not-Equity-oriented; 1. Overall education financing mechanisms - Existence: Yes; Volume: Low; Coverage: Low; 2. Resources to schools - Existence: Yes; Volume: Low; Coverage: Low; 3. Education resources to students - Existence: Yes; Volume: Low; Coverage: Low; 4. Social resources to students - Existence: Yes; Volume: Medium; Coverage: High"
"SDG: Northern Africa","Morocco","4.5","4.5.3","Existence of funding mechanisms to reallocate education resources to disadvantaged populations","2020","0.00","SOURCE: Total Score : Not-Equity-oriented; 1. Overall education financing mechanisms - Existence: Yes; Volume: Medium; Coverage: Medium; 2. Resources to schools - Existence: Yes; Volume: Low; Coverage: Low; 3. Education resources to students - Existence: Yes; Volume: Low; Coverage: Low; 4. Social resources to students - Existence: Yes; Volume: High; Coverage: High"
"SDG: Northern Africa and Western Asia","Morocco","4.5","4.5.3","Existence of funding mechanisms to reallocate education resources to disadvantaged populations","2020","0.00","SOURCE: Total Score : Not-Equity-oriented; 1. Overall education financing mechanisms - Existence: Yes; Volume: Medium; Coverage: Medium; 2. Resources to schools - Existence: Yes; Volume: Low; Coverage: Low; 3. Education resources to students - Existence: Yes; Volume: Low; Coverage: Low; 4. Social resources to students - Existence: Yes; Volume: High; Coverage: High"
"SDG: Least Developed Countries","Madagascar","4.5","4.5.3","Existence of funding mechanisms to reallocate education resources to disadvantaged populations","2020","0.00","SOURCE: Total Score : Not-Equity-oriented; 1. Overall education financing mechanisms - Existence: Yes; Volume: Low; Coverage: Low; 2. Resources to schools - Existence: Yes; Volume: Medium; Coverage: Low; 3. Education resources to students - Existence: Yes; Volume: Low; Coverage: Low; 4. Social resources to students - Existence: Yes; Volume: High; Coverage: Low"
"SDG: Sub-Saharan Africa","Madagascar","4.5","4.5.3","Existence of funding mechanisms to reallocate education resources to disadvantaged populations","2020","0.00","SOURCE: Total Score : Not-Equity-oriented; 1. Overall education financing mechanisms - Existence: Yes; Volume: Low; Coverage: Low; 2. Resources to schools - Existence: Yes; Volume: Medium; Coverage: Low; 3. Education resources to students - Existence: Yes; Volume: Low; Coverage: Low; 4. Social resources to students - Existence: Yes; Volume: High; Coverage: Low"
"SDG: Latin America and the Caribbean","Mexico","4.5","4.5.3","Existence of funding mechanisms to reallocate education resources to disadvantaged populations","2020","1.00","SOURCE: Total Score : Equity-oriented; 1. Overall education financing mechanisms - Existence: Yes; Volume: Medium; Coverage: High; 2. Resources to schools - Existence: Yes; Volume: High; Coverage: Low; 3. Education resources to students - Existence: Yes; Volume: Medium; Coverage: High; 4. Social resources to students - Existence: Yes; Volume: Low; Coverage: High"
"SDG: Landlocked Developing Countries","Mali","4.5","4.5.3","Existence of funding mechanisms to reallocate education resources to disadvantaged populations","2020","0.00","SOURCE: Total Score : Not-Equity-oriented; 1. Overall education financing mechanisms - Existence: No; Volume: Low; Coverage: Low; 2. Resources to schools - Existence: Yes; Volume: Low; Coverage: Low; 3. Education resources to students - Existence: Yes; Volume: Low; Coverage: Low; 4. Social resources to students - Existence: Yes; Volume: Medium; Coverage: Medium"
"SDG: Least Developed Countries","Mali","4.5","4.5.3","Existence of funding mechanisms to reallocate education resources to disadvantaged populations","2020","0.00","SOURCE: Total Score : Not-Equity-oriented; 1. Overall education financing mechanisms - Existence: No; Volume: Low; Coverage: Low; 2. Resources to schools - Existence: Yes; Volume: Low; Coverage: Low; 3. Education resources to students - Existence: Yes; Volume: Low; Coverage: Low; 4. Social resources to students - Existence: Yes; Volume: Medium; Coverage: Medium"
"SDG: Sub-Saharan Africa","Mali","4.5","4.5.3","Existence of funding mechanisms to reallocate education resources to disadvantaged populations","2020","0.00","SOURCE: Total Score : Not-Equity-oriented; 1. Overall education financing mechanisms - Existence: No; Volume: Low; Coverage: Low; 2. Resources to schools - Existence: Yes; Volume: Low; Coverage: Low; 3. Education resources to students - Existence: Yes; Volume: Low; Coverage: Low; 4. Social resources to students - Existence: Yes; Volume: Medium; Coverage: Medium"
"SDG: Eastern and South-Eastern Asia","Myanmar","4.5","4.5.3","Existence of funding mechanisms to reallocate education resources to disadvantaged populations","2020","0.00","SOURCE: Total Score : Not-Equity-oriented; 1. Overall education financing mechanisms - Existence: No; Volume: ; Coverage: ; 2. Resources to schools - Existence: Yes; Volume: High; Coverage: Medium; 3. Education resources to students - Existence: Yes; Volume: High; Coverage: Medium; 4. Social resources to students - Existence: No; Volume: ; Coverage:"
"SDG: Least Developed Countries","Myanmar","4.5","4.5.3","Existence of funding mechanisms to reallocate education resources to disadvantaged populations","2020","0.00","SOURCE: Total Score : Not-Equity-oriented; 1. Overall education financing mechanisms - Existence: No; Volume: ; Coverage: ; 2. Resources to schools - Existence: Yes; Volume: High; Coverage: Medium; 3. Education resources to students - Existence: Yes; Volume: High; Coverage: Medium; 4. Social resources to students - Existence: No; Volume: ; Coverage:"
"SDG: South-Eastern Asia","Myanmar","4.5","4.5.3","Existence of funding mechanisms to reallocate education resources to disadvantaged populations","2020","0.00","SOURCE: Total Score : Not-Equity-oriented; 1. Overall education financing mechanisms - Existence: No; Volume: ; Coverage: ; 2. Resources to schools - Existence: Yes; Volume: High; Coverage: Medium; 3. Education resources to students - Existence: Yes; Volume: High; Coverage: Medium; 4. Social resources to students - Existence: No; Volume: ; Coverage:"
"SDG: Eastern and South-Eastern Asia","Mongolia","4.5","4.5.3","Existence of funding mechanisms to reallocate education resources to disadvantaged populations","2020","1.00","SOURCE: Total Score : Equity-oriented; 1. Overall education financing mechanisms - Existence: Yes; Volume: Low; Coverage: High; 2. Resources to schools - Existence: Yes; Volume: Low; Coverage: Medium; 3. Education resources to students - Existence: Yes; Volume: High; Coverage: Medium; 4. Social resources to students - Existence: Yes; Volume: High; Coverage: High"
"SDG: Eastern Asia","Mongolia","4.5","4.5.3","Existence of funding mechanisms to reallocate education resources to disadvantaged populations","2020","1.00","SOURCE: Total Score : Equity-oriented; 1. Overall education financing mechanisms - Existence: Yes; Volume: Low; Coverage: High; 2. Resources to schools - Existence: Yes; Volume: Low; Coverage: Medium; 3. Education resources to students - Existence: Yes; Volume: High; Coverage: Medium; 4. Social resources to students - Existence: Yes; Volume: High; Coverage: High"
"SDG: Landlocked Developing Countries","Mongolia","4.5","4.5.3","Existence of funding mechanisms to reallocate education resources to disadvantaged populations","2020","1.00","SOURCE: Total Score : Equity-oriented; 1. Overall education financing mechanisms - Existence: Yes; Volume: Low; Coverage: High; 2. Resources to schools - Existence: Yes; Volume: Low; Coverage: Medium; 3. Education resources to students - Existence: Yes; Volume: High; Coverage: Medium; 4. Social resources to students - Existence: Yes; Volume: High; Coverage: High"
"SDG: Least Developed Countries","Mozambique","4.5","4.5.3","Existence of funding mechanisms to reallocate education resources to disadvantaged populations","2020","0.00","SOURCE: Total Score : Not-Equity-oriented; 1. Overall education financing mechanisms - Existence: No; Volume: ; Coverage: ; 2. Resources to schools - Existence: Yes; Volume: Low; Coverage: Low; 3. Education resources to students - Existence: Yes; Volume: Low; Coverage: Medium; 4. Social resources to students - Existence: No; Volume: ; Coverage:"
"SDG: Sub-Saharan Africa","Mozambique","4.5","4.5.3","Existence of funding mechanisms to reallocate education resources to disadvantaged populations","2020","0.00","SOURCE: Total Score : Not-Equity-oriented; 1. Overall education financing mechanisms - Existence: No; Volume: ; Coverage: ; 2. Resources to schools - Existence: Yes; Volume: Low; Coverage: Low; 3. Education resources to students - Existence: Yes; Volume: Low; Coverage: Medium; 4. Social resources to students - Existence: No; Volume: ; Coverage:"
"SDG: Least Developed Countries","Mauritania","4.5","4.5.3","Existence of funding mechanisms to reallocate education resources to disadvantaged populations","2020","0.00","SOURCE: Total Score : Not-Equity-oriented; 1. Overall education financing mechanisms - Existence: No; Volume: ; Coverage: ; 2. Resources to schools - Existence: yes; Volume: Medium; Coverage: Medium; 3. Education resources to students - Existence: Yes; Volume: Low; Coverage: Low; 4. Social resources to students - Existence: No; Volume: ; Coverage:"
"SDG: Sub-Saharan Africa","Mauritania","4.5","4.5.3","Existence of funding mechanisms to reallocate education resources to disadvantaged populations","2020","0.00","SOURCE: Total Score : Not-Equity-oriented; 1. Overall education financing mechanisms - Existence: No; Volume: ; Coverage: ; 2. Resources to schools - Existence: yes; Volume: Medium; Coverage: Medium; 3. Education resources to students - Existence: Yes; Volume: Low; Coverage: Low; 4. Social resources to students - Existence: No; Volume: ; Coverage:"
"SDG: Landlocked Developing Countries","Malawi","4.5","4.5.3","Existence of funding mechanisms to reallocate education resources to disadvantaged populations","2020","0.00","SOURCE: Total Score : Not-Equity-oriented; 1. Overall education financing mechanisms - Existence: No; Volume: ; Coverage: ; 2. Resources to schools - Existence: Yes; Volume: Medium; Coverage: High; 3. Education resources to students - Existence: Yes; Volume: Low; Coverage: Low; 4. Social resources to students - Existence: Yes; Volume: Medium; Coverage: Medium"
"SDG: Least Developed Countries","Malawi","4.5","4.5.3","Existence of funding mechanisms to reallocate education resources to disadvantaged populations","2020","0.00","SOURCE: Total Score : Not-Equity-oriented; 1. Overall education financing mechanisms - Existence: No; Volume: ; Coverage: ; 2. Resources to schools - Existence: Yes; Volume: Medium; Coverage: High; 3. Education resources to students - Existence: Yes; Volume: Low; Coverage: Low; 4. Social resources to students - Existence: Yes; Volume: Medium; Coverage: Medium"
"SDG: Sub-Saharan Africa","Malawi","4.5","4.5.3","Existence of funding mechanisms to reallocate education resources to disadvantaged populations","2020","0.00","SOURCE: Total Score : Not-Equity-oriented; 1. Overall education financing mechanisms - Existence: No; Volume: ; Coverage: ; 2. Resources to schools - Existence: Yes; Volume: Medium; Coverage: High; 3. Education resources to students - Existence: Yes; Volume: Low; Coverage: Low; 4. Social resources to students - Existence: Yes; Volume: Medium; Coverage: Medium"
"SDG: Landlocked Developing Countries","Niger","4.5","4.5.3","Existence of funding mechanisms to reallocate education resources to disadvantaged populations","2020","0.00","SOURCE: Total Score : Not-Equity-oriented; 1. Overall education financing mechanisms - Existence: No; Volume: ; Coverage: ; 2. Resources to schools - Existence: Yes; Volume: Medium; Coverage: Low; 3. Education resources to students - Existence: Yes; Volume: Low; Coverage: Low; 4. Social resources to students - Existence: Yes; Volume: Medium; Coverage: Medium"
"SDG: Least Developed Countries","Niger","4.5","4.5.3","Existence of funding mechanisms to reallocate education resources to disadvantaged populations","2020","0.00","SOURCE: Total Score : Not-Equity-oriented; 1. Overall education financing mechanisms - Existence: No; Volume: ; Coverage: ; 2. Resources to schools - Existence: Yes; Volume: Medium; Coverage: Low; 3. Education resources to students - Existence: Yes; Volume: Low; Coverage: Low; 4. Social resources to students - Existence: Yes; Volume: Medium; Coverage: Medium"
"SDG: Sub-Saharan Africa","Niger","4.5","4.5.3","Existence of funding mechanisms to reallocate education resources to disadvantaged populations","2020","0.00","SOURCE: Total Score : Not-Equity-oriented; 1. Overall education financing mechanisms - Existence: No; Volume: ; Coverage: ; 2. Resources to schools - Existence: Yes; Volume: Medium; Coverage: Low; 3. Education resources to students - Existence: Yes; Volume: Low; Coverage: Low; 4. Social resources to students - Existence: Yes; Volume: Medium; Coverage: Medium"
"SDG: Sub-Saharan Africa","Nigeria","4.5","4.5.3","Existence of funding mechanisms to reallocate education resources to disadvantaged populations","2020","0.00","SOURCE: Total Score : Not-Equity-oriented; 1. Overall education financing mechanisms - Existence: No; Volume: ; Coverage: ; 2. Resources to schools - Existence: Yes; Volume: Low; Coverage: Medium; 3. Education resources to students - Existence: Yes; Volume: Low; Coverage: Medium; 4. Social resources to students - Existence: Yes; Volume: Low; Coverage: Low"
"SDG: Latin America and the Caribbean","Nicaragua","4.5","4.5.3","Existence of funding mechanisms to reallocate education resources to disadvantaged populations","2020","0.00","SOURCE: Total Score : Not-Equity-oriented; 1. Overall education financing mechanisms - Existence: No; Volume: ; Coverage: ; 2. Resources to schools - Existence: Yes; Volume: Medium; Coverage: Low; 3. Education resources to students - Existence: Yes; Volume: Low; Coverage: Low; 4. Social resources to students - Existence: No; Volume: ; Coverage:"
"SDG: Central and Southern Asia","Nepal","4.5","4.5.3","Existence of funding mechanisms to reallocate education resources to disadvantaged populations","2020","0.00","SOURCE: Total Score : Not-Equity-oriented; 1. Overall education financing mechanisms - Existence: Yes; Volume: Low; Coverage: Low; 2. Resources to schools - Existence: Yes; Volume: Low; Coverage: ; 3. Education resources to students - Existence: Yes; Volume: Low; Coverage: Low; 4. Social resources to students - Existence: No; Volume: ; Coverage:"
"SDG: Landlocked Developing Countries","Nepal","4.5","4.5.3","Existence of funding mechanisms to reallocate education resources to disadvantaged populations","2020","0.00","SOURCE: Total Score : Not-Equity-oriented; 1. Overall education financing mechanisms - Existence: Yes; Volume: Low; Coverage: Low; 2. Resources to schools - Existence: Yes; Volume: Low; Coverage: ; 3. Education resources to students - Existence: Yes; Volume: Low; Coverage: Low; 4. Social resources to students - Existence: No; Volume: ; Coverage:"
"SDG: Least Developed Countries","Nepal","4.5","4.5.3","Existence of funding mechanisms to reallocate education resources to disadvantaged populations","2020","0.00","SOURCE: Total Score : Not-Equity-oriented; 1. Overall education financing mechanisms - Existence: Yes; Volume: Low; Coverage: Low; 2. Resources to schools - Existence: Yes; Volume: Low; Coverage: ; 3. Education resources to students - Existence: Yes; Volume: Low; Coverage: Low; 4. Social resources to students - Existence: No; Volume: ; Coverage:"
"SDG: Southern Asia","Nepal","4.5","4.5.3","Existence of funding mechanisms to reallocate education resources to disadvantaged populations","2020","0.00","SOURCE: Total Score : Not-Equity-oriented; 1. Overall education financing mechanisms - Existence: Yes; Volume: Low; Coverage: Low; 2. Resources to schools - Existence: Yes; Volume: Low; Coverage: ; 3. Education resources to students - Existence: Yes; Volume: Low; Coverage: Low; 4. Social resources to students - Existence: No; Volume: ; Coverage:"
"SDG: Australia and New Zealand","New Zealand","4.5","4.5.3","Existence of funding mechanisms to reallocate education resources to disadvantaged populations","2020","0.00","SOURCE: Total Score : Not-Equity-oriented; 1. Overall education financing mechanisms - Existence: Yes; Volume: Low; Coverage: Low; 2. Resources to schools - Existence: Yes; Volume: Medium; Coverage: High; 3. Education resources to students - Existence: Yes; Volume: Medium; Coverage: Medium; 4. Social resources to students - Existence: No; Volume: ; Coverage:"
"SDG: Europe, Northern America, Australia and New Zealand","New Zealand","4.5","4.5.3","Existence of funding mechanisms to reallocate education resources to disadvantaged populations","2020","0.00","SOURCE: Total Score : Not-Equity-oriented; 1. Overall education financing mechanisms - Existence: Yes; Volume: Low; Coverage: Low; 2. Resources to schools - Existence: Yes; Volume: Medium; Coverage: High; 3. Education resources to students - Existence: Yes; Volume: Medium; Coverage: Medium; 4. Social resources to students - Existence: No; Volume: ; Coverage:"
"SDG: Oceania","New Zealand","4.5","4.5.3","Existence of funding mechanisms to reallocate education resources to disadvantaged populations","2020","0.00","SOURCE: Total Score : Not-Equity-oriented; 1. Overall education financing mechanisms - Existence: Yes; Volume: Low; Coverage: Low; 2. Resources to schools - Existence: Yes; Volume: Medium; Coverage: High; 3. Education resources to students - Existence: Yes; Volume: Medium; Coverage: Medium; 4. Social resources to students - Existence: No; Volume: ; Coverage:"
"SDG: Latin America and the Caribbean","Panama","4.5","4.5.3","Existence of funding mechanisms to reallocate education resources to disadvantaged populations","2020","0.00","SOURCE: Total Score : Not-Equity-oriented; 1. Overall education financing mechanisms - Existence: No; Volume: ; Coverage: ; 2. Resources to schools - Existence: Yes; Volume: Medium; Coverage: Medium; 3. Education resources to students - Existence: Yes; Volume: High; Coverage: Low; 4. Social resources to students - Existence: Yes; Volume: Low; Coverage: High"
"SDG: Latin America and the Caribbean","Peru","4.5","4.5.3","Existence of funding mechanisms to reallocate education resources to disadvantaged populations","2020","0.00","SOURCE: Total Score : Not-Equity-oriented; 1. Overall education financing mechanisms - Existence: Yes; Volume: High; Coverage: High; 2. Resources to schools - Existence: No; Volume: ; Coverage: ; 3. Education resources to students - Existence: Yes; Volume: ; Coverage: ; 4. Social resources to students - Existence: Yes; Volume: Medium; Coverage: Medium"
"SDG: Eastern and South-Eastern Asia","Philippines","4.5","4.5.3","Existence of funding mechanisms to reallocate education resources to disadvantaged populations","2020","0.00","SOURCE: Total Score : Not-Equity-oriented; 1. Overall education financing mechanisms - Existence: No; Volume: ; Coverage: ; 2. Resources to schools - Existence: Yes; Volume: Low; Coverage: Low; 3. Education resources to students - Existence: Yes; Volume: Medium; Coverage: Medium; 4. Social resources to students - Existence: Yes; Volume: High; Coverage: Medium"
"SDG: South-Eastern Asia","Philippines","4.5","4.5.3","Existence of funding mechanisms to reallocate education resources to disadvantaged populations","2020","0.00","SOURCE: Total Score : Not-Equity-oriented; 1. Overall education financing mechanisms - Existence: No; Volume: ; Coverage: ; 2. Resources to schools - Existence: Yes; Volume: Low; Coverage: Low; 3. Education resources to students - Existence: Yes; Volume: Medium; Coverage: Medium; 4. Social resources to students - Existence: Yes; Volume: High; Coverage: Medium"
"SDG: Landlocked Developing Countries","Paraguay","4.5","4.5.3","Existence of funding mechanisms to reallocate education resources to disadvantaged populations","2020","1.00","SOURCE: Total Score : Equity-oriented; 1. Overall education financing mechanisms - Existence: Yes; Volume: Low; Coverage: Low; 2. Resources to schools - Existence: Yes; Volume: Medium; Coverage: Medium; 3. Education resources to students - Existence: Yes; Volume: High; Coverage: Medium; 4. Social resources to students - Existence: Yes; Volume: Medium; Coverage: High"
"SDG: Latin America and the Caribbean","Paraguay","4.5","4.5.3","Existence of funding mechanisms to reallocate education resources to disadvantaged populations","2020","1.00","SOURCE: Total Score : Equity-oriented; 1. Overall education financing mechanisms - Existence: Yes; Volume: Low; Coverage: Low; 2. Resources to schools - Existence: Yes; Volume: Medium; Coverage: Medium; 3. Education resources to students - Existence: Yes; Volume: High; Coverage: Medium; 4. Social resources to students - Existence: Yes; Volume: Medium; Coverage: High"
"SDG: Europe","Russian Federation","4.5","4.5.3","Existence of funding mechanisms to reallocate education resources to disadvantaged populations","2020","0.00","SOURCE: Total Score : Not-Equity-oriented; 1. Overall education financing mechanisms - Existence: Yes; Volume: High; Coverage: High; 2. Resources to schools - Existence: Yes; Volume: Low; Coverage: Low; 3. Education resources to students - Existence: Yes; Volume: Low; Coverage: Low; 4. Social resources to students - Existence: Yes; Volume: Low; Coverage: Medium"
"SDG: Europe and Northern America","Russian Federation","4.5","4.5.3","Existence of funding mechanisms to reallocate education resources to disadvantaged populations","2020","0.00","SOURCE: Total Score : Not-Equity-oriented; 1. Overall education financing mechanisms - Existence: Yes; Volume: High; Coverage: High; 2. Resources to schools - Existence: Yes; Volume: Low; Coverage: Low; 3. Education resources to students - Existence: Yes; Volume: Low; Coverage: Low; 4. Social resources to students - Existence: Yes; Volume: Low; Coverage: Medium"
"SDG: Europe, Northern America, Australia and New Zealand","Russian Federation","4.5","4.5.3","Existence of funding mechanisms to reallocate education resources to disadvantaged populations","2020","0.00","SOURCE: Total Score : Not-Equity-oriented; 1. Overall education financing mechanisms - Existence: Yes; Volume: High; Coverage: High; 2. Resources to schools - Existence: Yes; Volume: Low; Coverage: Low; 3. Education resources to students - Existence: Yes; Volume: Low; Coverage: Low; 4. Social resources to students - Existence: Yes; Volume: Low; Coverage: Medium"
"SDG: Landlocked Developing Countries","Rwanda","4.5","4.5.3","Existence of funding mechanisms to reallocate education resources to disadvantaged populations","2020","0.00","SOURCE: Total Score : Not-Equity-oriented; 1. Overall education financing mechanisms - Existence: No; Volume: ; Coverage: ; 2. Resources to schools - Existence: yes; Volume: Low; Coverage: Low; 3. Education resources to students - Existence: Yes; Volume: Low; Coverage: Medium; 4. Social resources to students - Existence: Yes; Volume: Low; Coverage: Low"
"SDG: Least Developed Countries","Rwanda","4.5","4.5.3","Existence of funding mechanisms to reallocate education resources to disadvantaged populations","2020","0.00","SOURCE: Total Score : Not-Equity-oriented; 1. Overall education financing mechanisms - Existence: No; Volume: ; Coverage: ; 2. Resources to schools - Existence: yes; Volume: Low; Coverage: Low; 3. Education resources to students - Existence: Yes; Volume: Low; Coverage: Medium; 4. Social resources to students - Existence: Yes; Volume: Low; Coverage: Low"
"SDG: Sub-Saharan Africa","Rwanda","4.5","4.5.3","Existence of funding mechanisms to reallocate education resources to disadvantaged populations","2020","0.00","SOURCE: Total Score : Not-Equity-oriented; 1. Overall education financing mechanisms - Existence: No; Volume: ; Coverage: ; 2. Resources to schools - Existence: yes; Volume: Low; Coverage: Low; 3. Education resources to students - Existence: Yes; Volume: Low; Coverage: Medium; 4. Social resources to students - Existence: Yes; Volume: Low; Coverage: Low"
"SDG: Least Developed Countries","Sudan","4.5","4.5.3","Existence of funding mechanisms to reallocate education resources to disadvantaged populations","2020","0.00","SOURCE: Total Score : Not-Equity-oriented; 1. Overall education financing mechanisms - Existence: No; Volume: ; Coverage: ; 2. Resources to schools - Existence: Yes; Volume: Low; Coverage: Medium; 3. Education resources to students - Existence: Yes; Volume: High; Coverage: High; 4. Social resources to students - Existence: No; Volume: ; Coverage:"
"SDG: Northern Africa","Sudan","4.5","4.5.3","Existence of funding mechanisms to reallocate education resources to disadvantaged populations","2020","0.00","SOURCE: Total Score : Not-Equity-oriented; 1. Overall education financing mechanisms - Existence: No; Volume: ; Coverage: ; 2. Resources to schools - Existence: Yes; Volume: Low; Coverage: Medium; 3. Education resources to students - Existence: Yes; Volume: High; Coverage: High; 4. Social resources to students - Existence: No; Volume: ; Coverage:"
"SDG: Northern Africa and Western Asia","Sudan","4.5","4.5.3","Existence of funding mechanisms to reallocate education resources to disadvantaged populations","2020","0.00","SOURCE: Total Score : Not-Equity-oriented; 1. Overall education financing mechanisms - Existence: No; Volume: ; Coverage: ; 2. Resources to schools - Existence: Yes; Volume: Low; Coverage: Medium; 3. Education resources to students - Existence: Yes; Volume: High; Coverage: High; 4. Social resources to students - Existence: No; Volume: ; Coverage:"
